ID,Age,Age_Group,Experience,Income,Income_Group,ZIP_Code,Family,CCAvg,Spending_Level,Education,Education_Level,Mortgage,Mortgage_Category,Personal_Loan,Personal_Loan_Status,Securities_Account,CD_Account,CD_Account_Status,Online,CreditCard
619,63,Senior,37,42,Low Income,91320,2,0.7,Low,3,professional,115,Low Mortgage,0,Rejected,0,0,No,1,0
620,57,Senior,27,73,Middle Income,93106,1,3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
621,33,Middle Age,8,115,High Income,91129,4,2.9,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
622,41,Middle Age,17,114,High Income,91125,2,1.8,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
623,41,Middle Age,17,92,Middle Income,93555,2,1.9,Low,1,undergraduate,131,Low Mortgage,0,Rejected,0,0,No,1,0
624,44,Middle Age,19,34,Low Income,95616,1,0.3,Low,3,professional,78,Low Mortgage,0,Rejected,0,0,No,1,0
625,33,Middle Age,6,54,Middle Income,92821,2,1.67,Low,2,graduate,122,Low Mortgage,0,Rejected,0,0,No,1,0
626,52,Senior,28,64,Middle Income,95605,2,1,Low,3,professional,211,High Mortgage,0,Rejected,0,0,No,1,0
627,30,Middle Age,6,42,Low Income,94305,1,0.2,Low,3,professional,100,Low Mortgage,0,Rejected,0,0,No,0,1
628,45,Middle Age,19,70,Middle Income,92677,3,2.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
629,49,Middle Age,24,51,Middle Income,90071,1,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
630,45,Middle Age,19,71,Middle Income,91711,4,2.9,Middle,1,undergraduate,218,High Mortgage,0,Rejected,0,1,Yes,1,1
631,32,Middle Age,7,35,Low Income,96651,3,1.3,Low,1,undergraduate,108,Low Mortgage,0,Rejected,0,0,No,0,1
632,45,Middle Age,18,40,Low Income,94960,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
633,57,Senior,32,165,High Income,94720,4,2.7,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
634,61,Senior,31,18,Low Income,94583,1,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
635,57,Senior,31,32,Low Income,90034,3,1.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,1
636,60,Senior,35,35,Low Income,90509,3,0.2,Low,1,undergraduate,169,High Mortgage,0,Rejected,0,0,No,1,0
637,40,Middle Age,16,120,High Income,92037,2,6.1,High,1,undergraduate,196,High Mortgage,0,Rejected,0,0,No,1,0
638,53,Senior,28,31,Low Income,90245,4,0.1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
639,42,Middle Age,16,35,Low Income,92054,3,1.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
640,62,Senior,36,32,Low Income,92646,2,0.2,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
641,43,Middle Age,18,85,Middle Income,94960,1,3.7,Middle,3,professional,327,High Mortgage,0,Rejected,1,0,No,1,0
642,35,Middle Age,10,139,High Income,95060,2,7.8,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
643,50,Senior,24,103,High Income,94132,1,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
644,45,Middle Age,21,152,High Income,91902,2,1.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
645,52,Senior,27,33,Low Income,92121,2,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
646,35,Middle Age,9,84,Middle Income,95120,4,2.2,Middle,2,graduate,322,High Mortgage,0,Rejected,0,0,No,0,0
647,58,Senior,33,61,Middle Income,90033,4,1.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
648,62,Senior,38,64,Middle Income,95064,4,2.2,Middle,1,undergraduate,123,Low Mortgage,0,Rejected,1,1,Yes,1,1
649,50,Senior,25,34,Low Income,95621,1,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
650,25,Young,1,82,Middle Income,92677,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
651,47,Middle Age,22,122,High Income,90037,1,5.1,High,3,professional,163,High Mortgage,1,Accepted,1,0,No,0,0
652,28,Young,4,58,Middle Income,92121,3,1.5,Low,1,undergraduate,131,Low Mortgage,0,Rejected,0,0,No,0,0
653,34,Middle Age,9,92,Middle Income,90005,1,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
654,49,Middle Age,23,78,Middle Income,92691,2,2.4,Middle,2,graduate,205,High Mortgage,0,Rejected,0,0,No,0,1
655,54,Senior,29,129,High Income,93940,4,4.2,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
656,50,Senior,25,13,Low Income,91109,2,0.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
657,37,Middle Age,11,81,Middle Income,94539,1,2.8,Middle,3,professional,145,Low Mortgage,0,Rejected,0,0,No,0,0
658,38,Middle Age,8,23,Low Income,95207,1,0.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
659,52,Senior,26,35,Low Income,91711,3,0.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
660,63,Senior,39,79,Middle Income,93009,4,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
661,39,Middle Age,14,165,High Income,92126,2,3.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
662,63,Senior,38,52,Middle Income,94720,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
663,65,Senior,41,185,High Income,93561,3,2,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
664,46,Middle Age,20,49,Low Income,90503,3,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
665,54,Senior,30,64,Middle Income,95126,1,1.8,Low,3,professional,227,High Mortgage,0,Rejected,0,0,No,0,1
666,54,Senior,24,61,Middle Income,92866,4,2,Middle,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
667,52,Senior,26,112,High Income,92120,1,2.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,1
668,63,Senior,39,72,Middle Income,93106,3,2,Middle,3,professional,190,High Mortgage,0,Rejected,1,0,No,1,0
669,66,Senior,41,18,Low Income,94010,3,0.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
670,56,Senior,29,41,Low Income,94109,4,2.5,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
671,23,Young,1,61,Middle Income,92374,4,2.6,Middle,1,undergraduate,239,High Mortgage,0,Rejected,0,0,No,1,0
672,65,Senior,41,105,High Income,92612,1,3,Middle,2,graduate,282,High Mortgage,1,Accepted,1,1,Yes,1,0
673,51,Senior,27,23,Low Income,96651,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
674,34,Middle Age,10,22,Low Income,95670,1,0.5,Low,3,professional,85,Low Mortgage,0,Rejected,0,0,No,0,0
675,49,Middle Age,23,59,Middle Income,95827,3,2.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
676,29,Young,2,33,Low Income,91711,1,2,Middle,2,graduate,160,High Mortgage,0,Rejected,0,0,No,0,0
677,47,Middle Age,23,11,Low Income,94063,1,0.9,Low,3,professional,103,Low Mortgage,0,Rejected,0,0,No,0,1
678,46,Middle Age,21,204,High Income,92780,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
679,52,Senior,27,61,Middle Income,92101,4,1.8,Low,3,professional,207,High Mortgage,0,Rejected,0,0,No,0,0
680,55,Senior,31,103,High Income,92093,3,1.8,Low,2,graduate,364,High Mortgage,0,Rejected,0,0,No,0,0
681,61,Senior,36,51,Middle Income,94706,3,1.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
682,34,Middle Age,9,164,High Income,94720,1,6,High,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
683,58,Senior,34,12,Low Income,90504,1,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
684,40,Middle Age,16,82,Middle Income,91311,1,3.6,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
685,43,Middle Age,17,164,High Income,90266,1,2.4,Middle,1,undergraduate,449,High Mortgage,0,Rejected,0,0,No,1,0
686,35,Middle Age,8,48,Low Income,93107,2,1.67,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
687,24,Young,1,38,Low Income,92612,4,0.6,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
688,48,Middle Age,22,65,Middle Income,92120,2,1.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
689,44,Middle Age,20,71,Middle Income,94304,4,1.9,Low,1,undergraduate,207,High Mortgage,0,Rejected,0,0,No,1,0
690,54,Senior,30,18,Low Income,94591,1,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,0
691,59,Senior,34,52,Middle Income,94115,2,1.6,Low,3,professional,75,Low Mortgage,0,Rejected,0,0,No,1,0
692,45,Middle Age,18,48,Low Income,90025,3,2.5,Middle,2,graduate,113,Low Mortgage,0,Rejected,0,0,No,1,1
693,26,Young,2,30,Low Income,94720,1,1,Low,3,professional,111,Low Mortgage,0,Rejected,0,0,No,0,0
694,40,Middle Age,15,40,Low Income,92096,2,2.2,Middle,3,professional,107,Low Mortgage,0,Rejected,0,0,No,1,0
695,32,Middle Age,7,112,High Income,90740,1,3.8,Middle,1,undergraduate,81,Low Mortgage,0,Rejected,0,0,No,1,0
696,29,Young,4,115,High Income,92717,1,1.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
697,51,Senior,27,63,Middle Income,92251,2,1,Low,3,professional,82,Low Mortgage,0,Rejected,0,0,No,1,0
698,42,Middle Age,17,85,Middle Income,92648,1,3.7,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
699,64,Senior,38,59,Middle Income,92028,1,2.5,Middle,3,professional,220,High Mortgage,0,Rejected,0,0,No,0,0
700,44,Middle Age,20,68,Middle Income,95060,1,0.8,Low,3,professional,91,Low Mortgage,0,Rejected,0,0,No,0,0
701,37,Middle Age,11,84,Middle Income,90089,2,1.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
702,44,Middle Age,19,62,Middle Income,93106,3,0.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
703,35,Middle Age,9,109,High Income,92709,3,4,Middle,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,0
704,41,Middle Age,17,141,High Income,94022,2,7.6,High,1,undergraduate,92,Low Mortgage,0,Rejected,0,0,No,0,0
705,56,Senior,32,129,High Income,94065,1,7.4,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
706,62,Senior,36,30,Low Income,94720,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
707,58,Senior,34,148,High Income,95819,1,4.7,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
708,47,Middle Age,20,25,Low Income,95064,3,0.67,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
709,35,Middle Age,10,21,Low Income,92182,3,1.3,Low,1,undergraduate,115,Low Mortgage,0,Rejected,0,0,No,0,0
710,29,Young,4,72,Middle Income,95841,4,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
711,43,Middle Age,17,59,Middle Income,94085,3,0.9,Low,3,professional,87,Low Mortgage,0,Rejected,0,0,No,1,1
712,62,Senior,37,83,Middle Income,91754,3,1.8,Low,2,graduate,187,High Mortgage,0,Rejected,1,0,No,0,0
713,41,Middle Age,16,10,Low Income,94123,2,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
714,34,Middle Age,9,84,Middle Income,92009,3,0.6,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
715,50,Senior,23,98,Middle Income,92068,3,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
716,47,Middle Age,23,32,Low Income,92130,1,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,1
717,29,Young,5,31,Low Income,96064,4,0.4,Low,2,graduate,161,High Mortgage,0,Rejected,0,0,No,1,1
718,59,Senior,34,94,Middle Income,93940,3,0.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
719,56,Senior,31,21,Low Income,90024,2,0.2,Low,3,professional,137,Low Mortgage,0,Rejected,0,1,Yes,1,1
720,61,Senior,35,110,High Income,92521,3,4.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
721,58,Senior,32,38,Low Income,94025,1,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
722,49,Middle Age,24,39,Low Income,92717,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
723,45,Middle Age,21,132,High Income,91103,3,1.2,Low,2,graduate,0,No Mortgage,1,Accepted,0,1,Yes,1,1
724,50,Senior,24,61,Middle Income,94301,4,2.6,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
725,64,Senior,38,92,Middle Income,94086,1,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
726,39,Middle Age,15,119,High Income,92037,2,6.1,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
727,58,Senior,33,53,Middle Income,91030,4,2.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
728,62,Senior,37,18,Low Income,92037,3,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
729,45,Middle Age,20,114,High Income,94720,2,4.4,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
730,58,Senior,28,90,Middle Income,93106,1,3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
731,43,Middle Age,18,140,High Income,95616,1,7,High,1,undergraduate,205,High Mortgage,0,Rejected,0,0,No,1,0
732,28,Young,3,90,Middle Income,90066,2,3.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
733,26,Young,1,85,Middle Income,90064,1,1.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
734,49,Middle Age,24,80,Middle Income,92009,1,1.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
735,66,Senior,42,53,Middle Income,92182,2,1.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
736,33,Middle Age,7,49,Low Income,95403,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
737,61,Senior,35,152,High Income,91016,3,3.3,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
738,64,Senior,37,138,High Income,94709,2,2.8,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
739,36,Middle Age,10,80,Middle Income,94596,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
740,49,Middle Age,23,82,Middle Income,91902,2,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
741,52,Senior,27,195,High Income,90266,1,8.1,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
742,61,Senior,37,22,Low Income,94590,1,1.2,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
743,32,Middle Age,6,81,Middle Income,92626,1,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
744,61,Senior,37,40,Low Income,94539,4,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,1
745,45,Middle Age,20,154,High Income,94720,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
746,30,Middle Age,4,49,Low Income,93955,3,1.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
747,62,Senior,37,85,Middle Income,95051,4,3.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
748,57,Senior,32,21,Low Income,94112,3,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,1,1,Yes,1,0
749,41,Middle Age,17,14,Low Income,91330,1,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
750,58,Senior,34,60,Middle Income,92008,4,1.6,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
751,29,Young,5,138,High Income,93106,2,4.33,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
752,53,Senior,28,98,Middle Income,90210,1,1.3,Low,3,professional,355,High Mortgage,0,Rejected,0,0,No,1,0
753,64,Senior,39,22,Low Income,90071,4,0.6,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
754,49,Middle Age,23,49,Low Income,94720,1,1.2,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
755,38,Middle Age,14,102,High Income,95020,2,1.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
756,56,Senior,30,45,Low Income,91103,4,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
757,56,Senior,31,82,Middle Income,95348,4,1.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
758,52,Senior,28,81,Middle Income,91745,3,1.8,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
759,64,Senior,39,35,Low Income,90266,1,1.5,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
760,53,Senior,28,59,Middle Income,91950,2,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
761,29,Young,3,52,Middle Income,92122,3,1.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
762,48,Middle Age,24,84,Middle Income,92152,3,0.7,Low,1,undergraduate,166,High Mortgage,0,Rejected,0,0,No,1,0
763,32,Middle Age,6,85,Middle Income,90504,1,2.7,Middle,2,graduate,100,Low Mortgage,0,Rejected,0,0,No,1,0
764,54,Senior,28,65,Middle Income,94122,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
765,37,Middle Age,13,89,Middle Income,95051,2,1.7,Low,2,graduate,314,High Mortgage,0,Rejected,0,0,No,0,1
766,47,Middle Age,21,109,High Income,95822,4,1.8,Low,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,0
767,37,Middle Age,12,81,Middle Income,94538,1,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
768,64,Senior,39,38,Low Income,92024,1,1.1,Low,3,professional,108,Low Mortgage,0,Rejected,0,0,No,0,0
769,43,Middle Age,19,72,Middle Income,90024,2,1.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
770,33,Middle Age,6,78,Middle Income,90250,4,2,Middle,2,graduate,119,Low Mortgage,0,Rejected,1,0,No,1,0
771,26,Young,2,172,High Income,94551,2,6.9,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
772,42,Middle Age,18,71,Middle Income,91614,3,2.33,Middle,1,undergraduate,106,Low Mortgage,0,Rejected,1,0,No,1,0
773,54,Senior,28,165,High Income,92093,1,4.1,Middle,3,professional,0,No Mortgage,1,Accepted,0,1,Yes,1,1
774,41,Middle Age,16,120,High Income,92612,2,3.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
775,55,Senior,29,39,Low Income,92154,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
776,65,Senior,39,23,Low Income,92835,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
777,50,Senior,26,135,High Income,92121,2,4.6,Middle,3,professional,91,Low Mortgage,1,Accepted,0,0,No,1,0
778,55,Senior,31,12,Low Income,95060,2,0.2,Low,1,undergraduate,76,Low Mortgage,0,Rejected,0,0,No,1,1
779,62,Senior,36,92,Middle Income,94801,2,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
780,53,Senior,28,192,High Income,94304,2,6.4,High,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
781,32,Middle Age,7,42,Low Income,92634,4,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
782,56,Senior,32,158,High Income,94588,3,3.7,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
783,54,Senior,30,194,High Income,92056,3,6,High,3,professional,587,High Mortgage,1,Accepted,1,1,Yes,1,1
784,44,Middle Age,20,160,High Income,94606,2,7.6,High,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
785,48,Middle Age,22,98,Middle Income,94115,2,6.3,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
786,46,Middle Age,22,164,High Income,94122,2,7.6,High,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
787,45,Middle Age,21,42,Low Income,94305,2,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
788,45,Middle Age,15,202,High Income,91380,3,10,High,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
789,58,Senior,34,10,Low Income,92521,4,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
790,29,Young,3,31,Low Income,92126,4,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
791,55,Senior,30,58,Middle Income,92028,4,0.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
792,55,Senior,29,65,Middle Income,94501,4,2.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
793,41,Middle Age,16,98,Middle Income,93117,1,4,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
794,24,Young,2,150,High Income,94720,2,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
795,54,Senior,29,44,Low Income,91301,2,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
796,57,Senior,32,15,Low Income,92806,2,0.2,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
797,30,Middle Age,6,82,Middle Income,93657,2,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
798,42,Middle Age,17,61,Middle Income,94998,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
799,29,Young,2,38,Low Income,93063,1,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
800,29,Young,3,39,Low Income,95051,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
801,31,Middle Age,7,173,High Income,91040,1,6,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
802,47,Middle Age,23,8,Low Income,92612,4,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
803,36,Middle Age,12,51,Middle Income,92521,3,2,Middle,1,undergraduate,214,High Mortgage,0,Rejected,0,0,No,1,0
804,52,Senior,27,62,Middle Income,92661,4,1.8,Low,3,professional,82,Low Mortgage,0,Rejected,0,0,No,0,0
805,54,Senior,28,34,Low Income,94061,4,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
806,55,Senior,29,132,High Income,95758,3,5.9,High,2,graduate,307,High Mortgage,1,Accepted,0,0,No,0,0
807,53,Senior,27,44,Low Income,94542,4,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
808,52,Senior,27,162,High Income,92096,1,8.1,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
809,64,Senior,39,64,Middle Income,92068,3,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
810,54,Senior,29,111,High Income,94304,1,0.1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
811,32,Middle Age,6,41,Low Income,92182,2,2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
812,63,Senior,33,52,Middle Income,94720,4,1.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
813,36,Middle Age,10,65,Middle Income,90089,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
814,50,Senior,25,130,High Income,94720,1,1.1,Low,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
815,33,Middle Age,8,45,Low Income,93943,2,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
816,62,Senior,38,35,Low Income,94596,1,1.9,Low,2,graduate,118,Low Mortgage,0,Rejected,0,0,No,0,0
817,49,Middle Age,23,65,Middle Income,94035,3,0.7,Low,2,graduate,263,High Mortgage,0,Rejected,0,0,No,1,1
818,41,Middle Age,15,38,Low Income,90291,2,0.7,Low,1,undergraduate,91,Low Mortgage,0,Rejected,0,0,No,1,0
819,51,Senior,27,42,Low Income,95039,4,1.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
820,56,Senior,30,45,Low Income,90024,4,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
821,51,Senior,25,145,High Income,90740,1,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
822,39,Middle Age,13,33,Low Income,92093,4,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
823,61,Senior,35,60,Middle Income,96091,3,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
824,35,Middle Age,9,45,Low Income,90509,1,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
825,39,Middle Age,15,72,Middle Income,94801,4,2.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
826,37,Middle Age,11,34,Low Income,95616,3,0.2,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
827,48,Middle Age,21,23,Low Income,93555,3,0.67,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
828,63,Senior,37,45,Low Income,94542,2,1,Low,3,professional,88,Low Mortgage,0,Rejected,0,0,No,1,1
829,35,Middle Age,9,28,Low Income,94542,4,1,Low,1,undergraduate,75,Low Mortgage,0,Rejected,0,0,No,1,0
830,55,Senior,30,81,Middle Income,90254,4,3.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
831,29,Young,5,72,Middle Income,92407,3,0.7,Low,2,graduate,81,Low Mortgage,0,Rejected,0,0,No,0,0
832,61,Senior,31,49,Low Income,94066,4,1.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
833,36,Middle Age,10,31,Low Income,90630,4,1.2,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
834,61,Senior,35,63,Middle Income,94939,3,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
835,36,Middle Age,12,150,High Income,95138,4,5.4,High,1,undergraduate,0,No Mortgage,1,Accepted,1,1,Yes,1,0
836,58,Senior,33,142,High Income,92691,2,3.9,Middle,1,undergraduate,193,High Mortgage,0,Rejected,0,0,No,1,1
837,42,Middle Age,17,74,Middle Income,92123,3,3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
838,30,Middle Age,4,24,Low Income,92096,1,0.4,Low,2,graduate,81,Low Mortgage,0,Rejected,0,0,No,1,0
839,45,Middle Age,20,29,Low Income,92507,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
